1000  4.174115e+02  4.134893e+02  3.922221e+00 
1002  1.644587e+02  1.619974e+02  2.461278e+00 
1004  2.753117e+02  2.721909e+02  3.120861e+00 
1006  2.138294e+02  2.109860e+02  2.843315e+00 
1008  2.095918e+02  2.072513e+02  2.340506e+00 
1010  8.482341e+00  8.273247e+00  2.090938e-01 
1012  7.221951e+01  7.154983e+01  6.696805e-01 
1014  1.663336e+02  1.646801e+02  1.653526e+00 
1016  1.493109e+02  1.476519e+02  1.658996e+00 
1018  9.783504e+01  9.725607e+01  5.789753e-01 
1020  1.433899e+02  1.426592e+02  7.306710e-01 
1022  1.113545e+02  1.110174e+02  3.370791e-01 
1024  2.806708e+01  2.793256e+01  1.345188e-01 
1026  1.401753e+01  1.391054e+01  1.069963e-01 
1028  1.407342e+02  1.403832e+02  3.509686e-01 
1030  6.018362e+02  5.998576e+02  1.978594e+00 
1032  1.939417e+03  1.936291e+03  3.125432e+00 
1034  5.838983e+02  5.806993e+02  3.198981e+00 
1036  5.739202e+02  5.712661e+02  2.654049e+00 
1038  7.377665e+01  7.263589e+01  1.140756e+00 
1040  1.789747e+02  1.761722e+02  2.802559e+00 
1042  1.919334e+02  1.886312e+02  3.302241e+00 
1044  1.981771e+02  1.942498e+02  3.927358e+00 
1046  1.668564e+02  1.631231e+02  3.733258e+00 
1048  3.920336e+01  3.756366e+01  1.639696e+00 
1050  1.820490e+02  1.786388e+02  3.410128e+00 
1052  1.268174e+02  1.206982e+02  6.119259e+00 
1054  5.810817e+02  5.742570e+02  6.824719e+00 
1057  3.886793e+02  3.759650e+02  1.271437e+01 
1059  4.539091e+02  4.451620e+02  8.747091e+00 
1061  1.198129e+03  1.177160e+03  2.096946e+01 
1063  1.522750e+03  1.517506e+03  5.243365e+00 
1065  4.371277e+02  4.273350e+02  9.792712e+00 
1067  1.370656e+03  1.357780e+03  1.287634e+01 
1069  8.589292e+02  8.437469e+02  1.518230e+01 
1071  1.038131e+03  1.011286e+03  2.684517e+01 
1073  2.904162e+03  2.875096e+03  2.906550e+01 
1075  1.977822e+03  1.952910e+03  2.491194e+01 
1077  1.445662e+03  1.408770e+03  3.689164e+01 
1079  2.018134e+02  1.933357e+02  8.477731e+00 
1081  6.316226e+02  6.273727e+02  4.249906e+00 
1084  9.790497e+02  9.681810e+02  1.086880e+01 
1086  3.009026e+02  2.821474e+02  1.875522e+01 
1088  8.889869e+02  8.738633e+02  1.512357e+01 
1090  1.406937e+03  1.386787e+03  2.014974e+01 
1092  8.490761e+02  8.376398e+02  1.143636e+01 
1094  1.171123e+03  1.136224e+03  3.489982e+01 
1096  1.293957e+03  1.277056e+03  1.690126e+01 
1098  1.532296e+03  1.513281e+03  1.901431e+01 
1101  1.244332e+03  1.221823e+03  2.250853e+01 
1103  6.829528e+02  6.616988e+02  2.125399e+01 
1105  1.714426e+03  1.681397e+03  3.302958e+01 
1107  2.558636e+03  2.515710e+03  4.292609e+01 
1109  1.220677e+03  1.201684e+03  1.899228e+01 
1111  2.222969e+03  2.201732e+03  2.123686e+01 
1114  4.299574e+03  4.248075e+03  5.149870e+01 
1116  1.625011e+03  1.600637e+03  2.437432e+01 
1118  2.988069e+02  2.851684e+02  1.363851e+01 
1120  3.768952e+02  3.639309e+02  1.296428e+01 
1122  9.906384e+02  9.848916e+02  5.746847e+00 
1124  1.311774e+03  1.291336e+03  2.043740e+01 
1127  2.514849e+03  2.499458e+03  1.539037e+01 
1129  1.750585e+03  1.726845e+03  2.373966e+01 
1131  1.883158e+03  1.853323e+03  2.983499e+01 
1133  2.531227e+03  2.520165e+03  1.106141e+01 
1135  4.089623e+03  4.018001e+03  7.162122e+01 
1138  1.281814e+03  1.262142e+03  1.967225e+01 
1140  2.205926e+03  2.150308e+03  5.561782e+01 
1142  1.888493e+03  1.855853e+03  3.264011e+01 
1144  5.795353e+03  5.731008e+03  6.434479e+01 
1147  4.890339e+03  4.839375e+03  5.096376e+01 
1149  3.338425e+03  3.300008e+03  3.841648e+01 
1151  3.174932e+03  3.142396e+03  3.253643e+01 
1153  3.472125e+03  3.420466e+03  5.165900e+01 
1156  1.242928e+03  1.215543e+03  2.738511e+01 
1158  2.094883e+03  2.062034e+03  3.284895e+01 
1160  3.202009e+03  3.135872e+03  6.613752e+01 
1162  1.785644e+03  1.753949e+03  3.169514e+01 
1165  2.000721e+03  1.968960e+03  3.176081e+01 
1167  2.624512e+03  2.574036e+03  5.047672e+01 
1169  2.336999e+03  2.302048e+03  3.495078e+01 
1171  3.297170e+03  3.240284e+03  5.688652e+01 
1174  3.003612e+03  2.956324e+03  4.728797e+01 
1176  1.998853e+03  1.968912e+03  2.994138e+01 
1178  8.360245e+02  8.264738e+02  9.550702e+00 
1181  1.277518e+03  1.268078e+03  9.440578e+00 
1183  1.280011e+03  1.269445e+03  1.056608e+01 
1185  1.909411e+03  1.884631e+03  2.478024e+01 
